pais,seniority,salario_usd,ingles_avanzado,modalidad,industria,anios_exp,satisfaccion,skill_python,skill_sql,skill_power_bi,skill_tableau,skill_excel,skill_r,skill_dbt_airflow,skill_cloud_aws_gcp_azure,skill_inteligencia_artificial
Argentina,Semi-Senior,2900,True,Remoto 100%,Consultoría,5.0,1.4,1,1,1,0,1,0,0,1,1
EEUU,Semi-Senior,8050,True,Remoto 100%,E-commerce,5.6,4.0,1,1,1,1,1,1,1,1,1
Argentina,Semi-Senior,3600,True,Híbrido,Gobierno,3.9,3.5,0,1,1,1,1,0,0,0,1
EEUU,Junior,5250,True,Híbrido,Media,0.2,5.0,1,1,1,1,0,0,0,1,1
EEUU,Semi-Senior,9550,True,Remoto 100%,Manufacturing,5.0,3.9,1,1,1,1,1,1,1,1,0
Argentina,Semi-Senior,2600,False,Remoto 100%,Manufactura,5.6,3.7,0,1,1,0,1,0,0,1,1
Argentina,Semi-Senior,2200,True,Híbrido,Salud,4.0,4.3,0,1,1,1,0,0,0,0,1
EEUU,Semi-Senior,8600,True,Remoto 100%,Fintech,5.7,3.5,0,1,0,1,0,0,0,1,1
EEUU,Senior,10700,True,Híbrido,Media,8.8,4.4,1,1,0,0,1,0,1,1,1
Argentina,Senior,7400,True,Presencial,Tecnología/SaaS,9.7,4.3,1,1,1,1,1,0,0,0,1
Argentina,Junior,1000,False,Remoto 100%,Banca,0.2,2.7,0,1,0,0,1,0,0,0,1
Argentina,Semi-Senior,2200,False,Remoto 100%,Retail,4.6,2.4,1,1,0,1,1,0,0,0,1
Argentina,Junior,850,False,Híbrido,Manufactura,0.4,4.8,1,1,1,0,1,0,0,0,0
Argentina,Semi-Senior,2650,True,Remoto 100%,Retail,3.2,3.9,1,1,0,1,0,0,0,0,1
EEUU,Semi-Senior,8450,True,Híbrido,Finance,2.6,2.6,1,1,1,0,1,0,1,1,1
Argentina,Junior,950,False,Híbrido,Fintech,0.1,2.9,1,1,1,1,1,0,0,0,1
EEUU,Senior,13750,True,Remoto 100%,Government,7.8,3.7,1,1,1,0,0,1,1,1,1
Argentina,Junior,1100,False,Híbrido,Fintech,2.4,2.8,1,1,1,1,1,0,0,0,1
EEUU,Semi-Senior,7950,True,Híbrido,Retail,2.9,3.7,1,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,2800,False,Remoto 100%,Fintech,3.8,3.8,1,0,1,0,1,0,1,0,0
EEUU,Senior,13200,True,Remoto 100%,Tech/SaaS,14.6,2.4,1,1,1,1,1,1,1,1,1
Argentina,Junior,1000,False,Híbrido,Fintech,1.0,3.8,1,1,1,0,1,1,0,1,1
Argentina,Senior,4350,False,Remoto 100%,Banca,9.6,3.1,1,1,1,0,1,0,0,0,1
Argentina,Junior,1000,False,Híbrido,Manufactura,0.1,3.3,0,1,1,1,1,0,0,0,0
Argentina,Semi-Senior,1850,True,Híbrido,Fintech,5.9,3.5,1,1,1,0,1,1,0,0,0
EEUU,Senior,12250,True,Híbrido,Manufacturing,9.1,3.8,1,1,1,1,1,0,1,1,1
EEUU,Junior,5800,True,Híbrido,Consulting,1.2,2.9,1,0,0,0,1,1,1,1,1
Argentina,Junior,1100,False,Presencial,Gobierno,2.4,4.1,0,1,1,0,1,0,0,0,0
EEUU,Semi-Senior,8600,True,Remoto 100%,E-commerce,3.0,3.5,1,1,0,0,1,0,0,0,1
EEUU,Junior,4350,True,Híbrido,Retail,0.7,4.0,1,1,0,1,1,0,0,0,1
Argentina,Semi-Senior,2650,True,Híbrido,E-commerce,5.0,3.6,1,1,1,1,1,0,0,0,0
Argentina,Semi-Senior,1850,False,Remoto 100%,Salud,5.9,4.3,1,0,1,0,1,0,0,1,1
Argentina,Senior,4250,True,Híbrido,Fintech,14.6,4.1,1,1,1,1,1,0,1,0,1
EEUU,Senior,15300,True,Remoto 100%,Fintech,14.2,3.5,1,1,0,0,0,1,0,1,1
Argentina,Senior,3350,True,Remoto 100%,Gobierno,8.4,3.5,1,1,1,1,1,1,1,1,1
EEUU,Senior,14400,True,Remoto 100%,Consulting,12.1,3.3,1,1,0,1,0,0,1,1,1
Argentina,Semi-Senior,1550,False,Remoto 100%,Tecnología/SaaS,3.2,2.9,1,1,1,1,0,0,0,0,0
EEUU,Junior,5250,True,Presencial,Fintech,1.4,4.2,1,1,1,1,1,0,0,0,1
Argentina,Semi-Senior,2900,True,Híbrido,Tecnología/SaaS,2.7,4.5,1,1,1,1,1,0,1,0,0
EEUU,Semi-Senior,9150,True,Híbrido,Consulting,4.3,1.9,1,0,1,1,1,1,1,1,1
Argentina,Semi-Senior,2300,True,Remoto 100%,Fintech,3.0,3.2,1,1,1,1,1,0,1,0,0
EEUU,Semi-Senior,8900,True,Remoto 100%,Manufacturing,4.1,3.2,1,1,1,0,0,0,0,1,0
EEUU,Semi-Senior,9250,True,Híbrido,Tech/SaaS,2.9,3.0,1,1,0,0,1,0,0,1,1
EEUU,Senior,11300,True,Híbrido,Manufacturing,10.3,3.9,1,1,1,0,0,0,1,1,1
EEUU,Semi-Senior,9750,True,Híbrido,Healthcare,3.4,3.6,1,1,0,1,0,0,0,0,1
EEUU,Senior,12050,True,Remoto 100%,Healthcare,6.3,2.4,1,1,1,1,1,1,1,1,1
Argentina,Junior,1050,True,Híbrido,Telecomunicaciones,2.2,3.0,0,1,0,1,0,0,0,0,0
EEUU,Junior,5300,True,Remoto 100%,Manufacturing,1.0,3.3,0,1,1,1,0,0,1,1,1
Argentina,Junior,1350,False,Híbrido,Tecnología/SaaS,2.3,4.7,0,1,1,1,1,0,0,0,1
Argentina,Semi-Senior,3150,True,Híbrido,Retail,4.9,3.5,0,1,1,1,1,1,0,0,1
Argentina,Senior,3400,False,Remoto 100%,Manufactura,14.7,3.8,1,1,1,0,1,0,0,1,1
EEUU,Junior,6150,True,Híbrido,Tech/SaaS,1.3,3.5,1,1,0,1,1,0,0,1,1
Argentina,Junior,800,False,Híbrido,Salud,1.4,4.3,0,0,1,0,1,0,0,0,0
EEUU,Senior,15200,True,Remoto 100%,Finance,6.5,5.0,1,1,0,1,1,1,1,1,1
Argentina,Semi-Senior,2750,False,Híbrido,Banca,2.9,4.1,1,1,1,0,1,0,0,0,1
Argentina,Semi-Senior,2250,False,Remoto 100%,Fintech,3.2,3.5,1,0,1,1,1,0,0,1,0
Argentina,Semi-Senior,2100,False,Remoto 100%,Banca,3.4,3.0,1,1,1,0,1,0,1,1,1
Argentina,Semi-Senior,2750,False,Híbrido,Gobierno,5.2,3.3,1,1,1,1,1,0,0,0,1
Argentina,Junior,1100,False,Híbrido,Fintech,1.7,3.6,1,1,1,0,1,0,0,1,1
EEUU,Semi-Senior,8250,True,Remoto 100%,Retail,3.3,3.7,1,0,1,1,1,0,0,1,0
Argentina,Senior,4200,True,Remoto 100%,Manufactura,14.0,2.5,1,1,1,0,1,0,0,0,1
Argentina,Semi-Senior,1650,False,Remoto 100%,E-commerce,4.4,3.3,0,1,1,1,1,0,0,1,1
EEUU,Senior,13000,True,Remoto 100%,Retail,14.7,2.7,1,1,1,0,1,1,1,1,1
EEUU,Senior,14000,True,Híbrido,Retail,11.7,4.2,1,1,1,1,1,0,1,1,1
Argentina,Semi-Senior,2000,False,Remoto 100%,Manufactura,4.7,2.4,1,1,0,1,1,0,0,1,1
EEUU,Semi-Senior,8000,True,Híbrido,Finance,5.2,4.4,0,1,1,1,1,0,1,1,0
Argentina,Semi-Senior,2950,True,Remoto 100%,Gobierno,4.5,3.8,1,1,1,0,1,0,0,0,1
Argentina,Semi-Senior,2050,True,Remoto 100%,Fintech,4.9,3.8,0,1,1,1,1,1,1,0,1
Argentina,Senior,4550,False,Remoto 100%,Consultoría,11.1,3.9,1,1,1,0,1,1,0,1,1
Argentina,Semi-Senior,2850,True,Híbrido,Gobierno,3.5,3.7,1,1,1,1,1,1,1,1,1
Argentina,Senior,3450,True,Presencial,Banca,13.0,2.9,1,1,1,0,1,1,0,0,1
Argentina,Senior,4300,True,Remoto 100%,Tecnología/SaaS,11.1,3.8,1,1,1,0,0,0,0,1,1
Argentina,Semi-Senior,2950,True,Presencial,Manufactura,5.4,3.4,1,1,1,0,1,0,0,0,1
EEUU,Junior,5850,True,Presencial,Consulting,0.0,3.0,1,1,0,1,1,0,0,0,1
Argentina,Junior,900,False,Presencial,Gobierno,1.9,3.7,1,1,1,0,1,0,0,0,1
Argentina,Senior,3300,False,Remoto 100%,Consultoría,7.7,2.8,1,1,1,1,1,1,1,1,1
EEUU,Semi-Senior,9100,True,Remoto 100%,Fintech,4.6,4.3,1,1,0,1,1,1,1,1,1
EEUU,Semi-Senior,9000,True,Remoto 100%,E-commerce,4.9,4.0,1,1,0,1,0,0,1,1,1
EEUU,Semi-Senior,9500,True,Remoto 100%,Consulting,2.7,4.5,1,1,1,1,1,0,1,1,1
EEUU,Junior,5350,True,Híbrido,Retail,2.4,4.1,0,1,0,0,1,0,0,1,1
Argentina,Semi-Senior,2500,False,Híbrido,Banca,2.6,4.7,1,1,1,1,1,0,1,0,0
Argentina,Semi-Senior,1900,False,Remoto 100%,Telecomunicaciones,3.2,4.5,1,1,1,0,1,1,0,0,0
EEUU,Semi-Senior,7550,True,Remoto 100%,Healthcare,5.6,4.6,0,1,1,1,1,0,0,1,1
EEUU,Semi-Senior,7950,True,Híbrido,Media,4.4,4.8,0,1,0,1,0,0,1,0,0
Argentina,Senior,4600,True,Remoto 100%,Telecomunicaciones,14.7,4.6,1,1,1,1,1,1,1,1,1
EEUU,Semi-Senior,8300,True,Remoto 100%,Consulting,4.9,4.7,0,1,0,1,0,0,1,1,1
Argentina,Junior,1000,False,Presencial,Retail,0.8,3.5,1,1,1,0,1,0,0,1,0
EEUU,Senior,9250,True,Remoto 100%,Fintech,14.6,5.0,1,1,1,1,1,1,0,1,1
EEUU,Junior,5350,True,Presencial,Tech/SaaS,0.2,4.3,1,1,0,1,1,1,0,1,0
EEUU,Semi-Senior,6750,True,Híbrido,Manufacturing,3.6,3.9,0,1,0,0,1,0,0,1,1
Argentina,Senior,6050,True,Híbrido,Manufactura,12.2,3.6,1,1,1,1,0,0,1,1,1
EEUU,Junior,5100,True,Remoto 100%,Consulting,1.5,4.1,1,1,0,0,1,0,0,1,1
Argentina,Senior,4700,True,Remoto 100%,Banca,13.5,3.2,1,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,1800,True,Híbrido,Banca,4.5,3.0,1,1,1,0,1,0,0,1,1
Argentina,Senior,5300,True,Remoto 100%,Telecomunicaciones,14.0,4.3,1,1,1,0,1,1,0,1,0
EEUU,Junior,5450,True,Presencial,E-commerce,1.0,3.2,0,1,1,0,1,0,0,1,0
Argentina,Senior,5250,True,Híbrido,Tecnología/SaaS,12.9,4.1,1,1,1,1,1,1,0,0,1
Argentina,Junior,1250,False,Remoto 100%,Fintech,1.0,3.1,0,1,1,1,1,0,0,0,1
Argentina,Senior,2700,False,Remoto 100%,E-commerce,6.6,4.3,1,1,1,0,1,0,0,1,1
Argentina,Semi-Senior,2900,True,Remoto 100%,Salud,5.3,2.4,1,1,1,1,1,0,1,1,0
Argentina,Semi-Senior,2950,True,Híbrido,Gobierno,4.4,3.9,1,1,0,0,1,0,0,0,0
EEUU,Semi-Senior,10600,True,Remoto 100%,Finance,3.1,4.6,0,1,0,1,1,1,0,0,1
Argentina,Semi-Senior,2950,True,Remoto 100%,Gobierno,5.3,3.3,1,1,0,1,1,0,1,0,0
Argentina,Semi-Senior,2250,True,Presencial,Salud,5.5,3.7,1,1,1,1,1,0,0,1,0
Argentina,Senior,4250,True,Híbrido,Gobierno,8.7,3.7,1,1,0,0,1,1,0,1,0
Argentina,Junior,1100,True,Presencial,Manufactura,0.1,2.7,0,1,1,1,1,0,0,0,1
Argentina,Junior,1450,True,Híbrido,Consultoría,1.8,3.0,1,1,0,1,1,0,0,0,0
Argentina,Semi-Senior,2550,False,Híbrido,Manufactura,3.6,4.5,1,1,1,1,1,0,0,1,0
EEUU,Junior,5500,True,Remoto 100%,Tech/SaaS,2.0,4.5,1,1,0,0,1,0,0,0,1
EEUU,Semi-Senior,10500,True,Remoto 100%,Retail,3.4,3.0,1,1,0,0,1,1,0,1,1
Argentina,Senior,3750,False,Híbrido,Fintech,10.2,2.1,1,1,1,1,1,0,0,1,0
EEUU,Junior,4900,True,Remoto 100%,Manufacturing,2.3,4.2,1,1,0,0,1,0,0,0,1
Argentina,Junior,1250,False,Híbrido,Banca,0.5,4.6,1,1,1,0,1,1,1,0,1
EEUU,Semi-Senior,7600,True,Remoto 100%,Consulting,4.8,2.7,1,1,1,0,1,1,1,0,1
EEUU,Junior,5300,True,Híbrido,Manufacturing,1.5,3.7,1,1,0,1,1,1,1,1,0
Argentina,Junior,1300,True,Híbrido,Tecnología/SaaS,0.9,2.3,1,0,1,1,1,0,0,0,0
Argentina,Junior,1200,False,Remoto 100%,Gobierno,0.3,3.6,0,1,1,0,1,1,0,1,1
EEUU,Semi-Senior,9000,True,Remoto 100%,Consulting,4.9,2.6,1,1,0,0,0,0,1,1,1
Argentina,Senior,4650,True,Remoto 100%,Retail,13.2,4.5,1,1,1,1,1,0,0,1,1
Argentina,Senior,3050,False,Remoto 100%,Tecnología/SaaS,11.6,3.0,1,1,1,1,1,0,1,0,1
EEUU,Junior,6300,True,Remoto 100%,Manufacturing,1.9,4.0,1,1,1,0,0,0,0,0,0
EEUU,Semi-Senior,7500,True,Híbrido,Media,5.5,2.9,1,1,1,1,1,1,1,1,1
Argentina,Junior,1050,True,Presencial,Banca,0.3,3.5,1,1,1,0,1,0,0,1,0
Argentina,Semi-Senior,2600,True,Híbrido,Fintech,4.1,3.3,1,1,1,0,1,1,0,0,1
Argentina,Semi-Senior,1600,False,Remoto 100%,Tecnología/SaaS,4.4,3.9,1,1,1,1,1,0,0,1,0
EEUU,Junior,4800,True,Híbrido,Media,2.1,3.6,0,1,1,0,1,0,1,0,0
EEUU,Senior,15050,True,Remoto 100%,Finance,12.6,4.3,1,1,1,0,1,0,0,0,1
Argentina,Semi-Senior,2400,False,Remoto 100%,Manufactura,5.4,2.4,0,1,1,0,1,0,0,1,1
EEUU,Semi-Senior,8450,True,Remoto 100%,Government,3.7,2.6,1,1,0,0,0,1,1,0,0
Argentina,Senior,5450,True,Híbrido,E-commerce,12.6,3.7,1,1,1,1,1,0,0,1,0
Argentina,Junior,1050,False,Presencial,Consultoría,0.3,3.5,1,1,1,1,1,0,0,1,1
EEUU,Senior,13750,True,Presencial,Finance,7.3,3.9,1,1,0,1,1,1,0,1,1
Argentina,Junior,1300,True,Remoto 100%,Banca,0.2,4.9,1,1,1,1,1,0,0,0,1
EEUU,Junior,7150,True,Híbrido,Fintech,0.5,3.7,1,1,1,1,1,1,1,0,1
Argentina,Senior,4200,True,Remoto 100%,Salud,7.5,4.4,1,1,1,1,1,1,0,0,1
EEUU,Junior,5500,True,Remoto 100%,Government,0.6,3.4,1,1,0,1,1,1,0,0,1
EEUU,Junior,6050,True,Híbrido,Media,1.2,4.1,1,1,0,1,1,1,0,0,1
EEUU,Semi-Senior,7250,True,Híbrido,Fintech,3.1,1.9,1,1,0,0,1,0,1,1,1
EEUU,Junior,4850,True,Presencial,Consulting,2.3,4.4,0,1,0,0,1,0,0,1,1
EEUU,Semi-Senior,9850,True,Presencial,Manufacturing,5.7,4.5,1,1,1,1,0,1,1,1,1
EEUU,Junior,5250,False,Remoto 100%,Retail,1.8,4.0,0,1,0,0,1,1,0,0,0
EEUU,Junior,5000,True,Remoto 100%,Finance,1.4,3.4,0,1,1,1,0,0,0,1,1
Argentina,Senior,3950,True,Remoto 100%,Banca,11.6,3.1,1,1,1,1,1,1,1,0,0
Argentina,Senior,4500,False,Remoto 100%,Gobierno,8.2,2.8,1,1,0,0,0,0,1,1,1
Argentina,Junior,1150,True,Híbrido,Tecnología/SaaS,0.1,4.1,0,1,1,1,1,0,0,0,1
EEUU,Junior,4550,True,Híbrido,Retail,1.1,4.3,1,1,0,0,1,1,0,1,1
Argentina,Senior,5900,True,Remoto 100%,Tecnología/SaaS,11.2,2.3,1,1,1,1,1,0,1,0,1
Argentina,Junior,900,False,Híbrido,Fintech,0.5,3.9,1,1,1,1,1,0,0,1,0
EEUU,Junior,5850,True,Híbrido,E-commerce,1.5,2.9,1,1,0,1,0,0,1,1,0
EEUU,Semi-Senior,8600,True,Presencial,Manufacturing,6.0,3.6,1,1,1,1,1,0,1,1,1
EEUU,Junior,6850,True,Presencial,Healthcare,1.5,3.0,1,0,0,0,1,1,0,1,1
EEUU,Senior,15000,True,Remoto 100%,Manufacturing,10.1,4.2,1,1,1,0,1,0,1,1,0
Argentina,Junior,900,False,Presencial,Fintech,2.4,3.7,0,1,0,1,1,0,0,0,0
EEUU,Semi-Senior,7500,True,Presencial,Retail,3.6,4.1,1,1,1,1,1,1,0,1,0
EEUU,Semi-Senior,8350,True,Remoto 100%,Tech/SaaS,3.1,4.2,1,1,0,0,1,1,1,1,0
Argentina,Semi-Senior,2100,False,Híbrido,Tecnología/SaaS,3.6,3.8,0,1,1,1,1,0,1,0,0
EEUU,Semi-Senior,9300,True,Remoto 100%,Consulting,6.0,3.4,0,1,1,1,1,0,0,0,1
Argentina,Junior,1100,False,Híbrido,E-commerce,1.5,2.7,1,1,1,1,1,0,0,0,0
Argentina,Junior,1000,False,Híbrido,Fintech,2.1,4.3,1,1,1,1,1,0,0,1,0
Argentina,Semi-Senior,1250,False,Remoto 100%,Retail,2.8,5.0,1,1,1,1,1,0,1,0,0
EEUU,Junior,6000,False,Remoto 100%,E-commerce,2.1,4.5,0,1,0,1,1,0,0,1,0
Argentina,Senior,3550,False,Remoto 100%,Telecomunicaciones,10.1,3.4,1,1,1,1,1,0,1,1,1
EEUU,Junior,6550,True,Remoto 100%,Consulting,1.2,3.3,1,1,1,1,1,1,0,1,1
EEUU,Senior,17000,True,Remoto 100%,Fintech,12.1,3.3,1,1,1,0,1,0,1,1,1
EEUU,Semi-Senior,8100,True,Remoto 100%,Finance,4.4,3.8,1,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,1400,False,Presencial,Retail,2.7,3.4,1,1,1,0,1,0,0,0,1
Argentina,Semi-Senior,1900,False,Híbrido,Retail,5.1,4.2,0,1,1,0,1,0,1,0,0
EEUU,Senior,12000,True,Híbrido,Finance,7.9,4.3,1,1,0,0,1,0,0,1,1
Argentina,Semi-Senior,2500,False,Presencial,Telecomunicaciones,5.8,5.0,1,1,1,1,1,1,0,0,0
Argentina,Semi-Senior,2150,False,Presencial,Tecnología/SaaS,5.2,4.5,0,0,1,0,1,1,1,0,1
Argentina,Senior,3350,True,Remoto 100%,Fintech,9.3,4.4,1,1,1,1,1,0,0,0,1
Argentina,Senior,4800,True,Híbrido,Telecomunicaciones,8.4,3.3,1,1,1,1,1,0,0,1,1
Argentina,Senior,3600,True,Híbrido,Retail,9.5,2.5,1,1,1,1,1,0,0,0,1
EEUU,Semi-Senior,9500,True,Híbrido,Retail,5.3,3.3,1,1,0,0,1,0,0,1,1
EEUU,Junior,6200,True,Remoto 100%,Consulting,1.2,4.2,0,1,1,0,1,1,1,1,0
Argentina,Semi-Senior,2550,False,Remoto 100%,Retail,3.7,4.9,1,1,0,1,1,1,0,0,0
Argentina,Semi-Senior,2650,True,Híbrido,Salud,3.7,4.0,1,1,1,0,1,0,0,0,1
EEUU,Junior,6250,True,Presencial,Retail,2.0,4.4,1,1,1,0,1,1,1,1,1
Argentina,Junior,850,False,Presencial,Consultoría,0.3,4.6,0,1,0,0,1,0,0,0,1
Argentina,Senior,4000,False,Híbrido,Telecomunicaciones,12.7,3.5,1,1,1,1,1,0,1,0,1
Argentina,Senior,5750,True,Remoto 100%,Banca,6.4,4.0,1,1,0,1,1,0,0,1,1
Argentina,Junior,650,False,Remoto 100%,Manufactura,0.9,3.6,0,1,1,0,1,0,0,0,0
EEUU,Semi-Senior,8350,True,Remoto 100%,Finance,4.5,3.8,0,1,0,0,1,0,1,1,1
EEUU,Junior,5750,True,Remoto 100%,E-commerce,2.4,4.3,0,1,0,1,1,0,0,0,0
Argentina,Junior,950,False,Híbrido,Fintech,2.1,4.5,1,1,1,0,1,1,0,0,0
EEUU,Semi-Senior,10700,True,Remoto 100%,Healthcare,5.7,3.2,1,1,0,1,1,0,0,1,1
Argentina,Senior,3600,False,Remoto 100%,Telecomunicaciones,11.0,3.2,1,1,1,1,0,0,1,1,0
Argentina,Semi-Senior,2150,False,Remoto 100%,Manufactura,4.6,2.5,1,0,1,0,1,0,1,0,1
Argentina,Junior,850,True,Remoto 100%,Salud,2.1,1.9,0,1,1,1,1,0,0,0,0
Argentina,Semi-Senior,1700,True,Remoto 100%,Gobierno,4.7,3.8,0,1,1,0,1,0,0,0,0
Argentina,Junior,800,False,Híbrido,Consultoría,0.3,2.7,1,1,1,1,1,0,1,0,1
EEUU,Senior,15400,True,Remoto 100%,E-commerce,13.2,3.7,1,1,0,1,0,0,1,1,1
Argentina,Junior,1050,False,Remoto 100%,Fintech,0.9,3.5,1,1,0,0,1,0,0,0,0
Argentina,Semi-Senior,1950,False,Híbrido,Fintech,3.8,3.5,1,1,1,0,1,0,0,1,0
EEUU,Senior,10550,True,Remoto 100%,Retail,12.9,2.8,1,1,1,1,1,0,1,1,1
Argentina,Junior,850,False,Híbrido,Fintech,0.6,4.2,1,1,1,0,1,1,1,0,0
Argentina,Junior,1100,True,Híbrido,Banca,2.1,3.5,0,1,0,0,1,0,0,0,0
Argentina,Semi-Senior,2000,False,Remoto 100%,Manufactura,2.9,2.9,1,1,1,0,0,0,0,0,1
EEUU,Senior,14100,True,Remoto 100%,Tech/SaaS,14.4,2.8,0,1,1,1,1,1,1,1,1
EEUU,Senior,11750,True,Remoto 100%,Healthcare,12.8,4.6,0,1,0,0,0,0,1,0,1
Argentina,Junior,1450,False,Híbrido,E-commerce,2.3,3.1,1,0,1,1,1,0,0,0,1
EEUU,Senior,17300,True,Híbrido,Fintech,6.8,2.9,1,1,0,0,0,0,0,1,1
EEUU,Semi-Senior,8800,True,Remoto 100%,Healthcare,3.5,3.4,1,1,1,0,1,0,1,1,1
EEUU,Junior,3750,True,Remoto 100%,Finance,2.0,3.5,1,0,1,0,1,1,0,1,1
EEUU,Junior,5100,True,Presencial,Finance,2.1,2.8,1,1,0,0,0,0,0,0,1
Argentina,Senior,4150,False,Remoto 100%,Salud,7.1,3.2,1,1,1,0,0,0,1,0,0
EEUU,Junior,7600,True,Remoto 100%,Finance,1.2,4.2,0,1,1,0,1,0,0,0,1
Argentina,Senior,5450,True,Remoto 100%,E-commerce,12.7,3.6,1,1,1,1,1,0,0,1,0
EEUU,Semi-Senior,7550,True,Remoto 100%,Healthcare,4.7,3.1,1,1,1,0,1,0,0,1,0
Argentina,Junior,1050,False,Híbrido,Salud,0.3,3.7,1,1,0,1,1,0,1,0,0
Argentina,Semi-Senior,2850,True,Presencial,E-commerce,3.0,4.7,1,0,1,1,1,0,0,0,1
Argentina,Semi-Senior,3850,True,Remoto 100%,Banca,4.0,3.4,1,1,1,1,1,0,0,1,0
EEUU,Semi-Senior,6200,True,Remoto 100%,Fintech,5.9,3.9,1,1,0,0,0,0,1,1,1
Argentina,Semi-Senior,1600,False,Híbrido,Gobierno,4.6,3.0,1,1,0,1,1,0,1,1,1
EEUU,Semi-Senior,9550,True,Híbrido,Finance,4.1,2.8,1,1,1,1,1,0,1,1,1
Argentina,Junior,1200,True,Híbrido,E-commerce,2.0,2.1,0,1,1,0,0,0,0,0,1
Argentina,Senior,4850,True,Remoto 100%,Retail,13.7,3.7,1,1,1,1,1,1,1,1,1
Argentina,Semi-Senior,2450,False,Híbrido,E-commerce,5.6,4.8,1,1,1,1,1,0,0,0,1
Argentina,Semi-Senior,2150,False,Híbrido,Telecomunicaciones,2.9,3.0,1,0,1,0,0,0,1,0,1
Argentina,Semi-Senior,2300,True,Remoto 100%,Manufactura,2.9,3.8,1,1,0,0,1,0,0,1,1
EEUU,Junior,6200,True,Híbrido,Manufacturing,0.5,4.5,1,1,1,0,1,1,1,1,1
EEUU,Senior,13150,True,Remoto 100%,Tech/SaaS,8.7,3.3,1,1,0,1,1,0,1,1,1
Argentina,Semi-Senior,2200,False,Remoto 100%,Consultoría,3.5,4.1,1,1,1,0,1,0,0,0,1
EEUU,Semi-Senior,8350,True,Presencial,Finance,3.1,3.6,1,1,0,0,0,1,1,1,1
EEUU,Junior,6550,True,Remoto 100%,E-commerce,0.7,2.4,0,1,0,0,1,0,0,1,1
Argentina,Semi-Senior,2400,False,Híbrido,Tecnología/SaaS,4.5,2.3,1,1,1,1,0,0,0,0,0
Argentina,Senior,4300,True,Presencial,Consultoría,13.7,2.5,1,1,1,0,1,0,0,1,1
Argentina,Senior,5500,True,Remoto 100%,Telecomunicaciones,8.9,2.7,1,1,0,0,1,0,1,0,1
Argentina,Semi-Senior,1900,False,Remoto 100%,Manufactura,4.0,3.8,0,1,1,1,1,0,0,1,0
Argentina,Junior,1000,False,Híbrido,Telecomunicaciones,0.2,3.0,1,1,1,0,1,1,0,0,1
Argentina,Semi-Senior,2900,False,Híbrido,Manufactura,2.5,2.4,1,1,1,1,1,0,0,0,1
Argentina,Senior,6150,True,Híbrido,Fintech,12.2,3.5,1,1,1,1,0,0,0,1,0
EEUU,Senior,14650,True,Remoto 100%,Healthcare,9.2,4.1,1,1,1,1,1,1,0,1,1
Argentina,Junior,1100,False,Híbrido,Consultoría,0.2,3.8,0,1,0,0,1,1,0,0,1
Argentina,Junior,850,False,Híbrido,Consultoría,2.3,3.7,1,0,1,1,0,0,0,0,0
Argentina,Semi-Senior,2350,True,Remoto 100%,Salud,5.9,3.9,0,1,1,1,0,0,0,0,0
EEUU,Junior,5850,True,Remoto 100%,Finance,1.7,1.8,1,1,1,1,1,1,0,0,0
Argentina,Junior,1250,True,Remoto 100%,Tecnología/SaaS,0.7,3.2,1,1,1,0,1,0,0,1,0
Argentina,Semi-Senior,2450,True,Híbrido,Telecomunicaciones,3.3,2.9,1,1,0,0,1,0,0,0,1
EEUU,Semi-Senior,9400,True,Remoto 100%,Consulting,5.9,4.1,1,1,1,1,1,0,1,0,1
Argentina,Junior,1100,False,Híbrido,Banca,1.0,3.6,0,0,1,0,1,0,0,0,1
EEUU,Junior,6050,True,Presencial,Tech/SaaS,1.8,3.7,1,1,0,0,0,1,0,0,1
Argentina,Senior,4800,True,Híbrido,Gobierno,8.3,3.9,1,1,0,0,1,0,1,0,1
Argentina,Semi-Senior,2850,False,Híbrido,Telecomunicaciones,4.0,3.8,0,1,0,1,1,0,0,1,0
Argentina,Semi-Senior,2800,True,Presencial,Tecnología/SaaS,2.7,2.3,1,1,1,1,1,1,0,1,1
EEUU,Junior,5000,True,Remoto 100%,Media,1.5,2.8,1,1,0,1,1,0,0,1,0
Argentina,Semi-Senior,2400,False,Remoto 100%,Manufactura,4.6,4.4,1,1,0,1,0,0,0,1,1
Argentina,Semi-Senior,1850,False,Híbrido,Banca,3.8,4.4,1,1,1,1,1,0,0,0,1
EEUU,Semi-Senior,9000,True,Remoto 100%,Consulting,2.7,4.9,1,1,0,1,1,1,1,1,1
Argentina,Junior,1100,False,Híbrido,E-commerce,1.0,2.7,1,1,1,0,1,0,0,0,1
EEUU,Junior,5750,True,Híbrido,Tech/SaaS,0.2,4.0,0,1,1,1,1,0,0,0,0
Argentina,Semi-Senior,2350,True,Híbrido,E-commerce,3.1,3.6,1,1,1,0,1,0,0,0,1
Argentina,Senior,4650,True,Híbrido,Consultoría,12.9,2.9,1,1,1,1,0,0,1,0,1
EEUU,Senior,17500,True,Remoto 100%,E-commerce,9.0,4.5,0,1,0,0,0,0,1,1,1
Argentina,Semi-Senior,1500,False,Híbrido,Gobierno,4.3,4.0,1,1,1,1,1,0,0,0,1
